issue_type,brand,formula_name,display_name,species,format,source_url,formula_key,suggested_action
formula_contains_species_word,Ownat,Classic Dog Monoproteic Σολομός,Ownat Classic Dog Monoproteic Σολομός 12kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/24764-ownat-classic-dog-monoproteic-solomos-12kg.html,ownat-classic-dog-monoproteic-σολομοσ-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Classic Dog Monoproteic Χοιρινό,Ownat Classic Dog Monoproteic Χοιρινό 12kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/24761-ownat-classic-dog-monoproteic-xirino-12kg.html,ownat-classic-dog-monoproteic-χοιρινο-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Just Cat Grain Free Sterilized,Ownat Just Cat Grain Free Sterilized 1kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/15937-ownat-just-cat-grain-free-sterilized-1kg.html,ownat-just-cat-grain-free-sterilized-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Ownat,Ultra Dog Mini Adult,Ownat Ultra Dog Mini Adult 3kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/22914-ownat-ultra-dog-mini-adult-3kg.html,ownat-ultra-dog-mini-adult-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Prince,ss Cat Sensitive Digest,Princess Cat Sensitive Digest 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/21769-princess-cat-sensitive-digest-2kg.html,prince-ss-cat-sensitive-digest-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Pro-Nutrition (Flatazor),Pro-Nutrition Prestige (Flatazor) Cat Sterilized Chicken,Pro-Nutrition Prestige (Flatazor) Cat Sterilized Chicken 10kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/23052-flatazor-prestige-cat-sterilized-chicken-10kg.html,pro-nutrition-flatazor-pro-nutrition-prestige-flatazor-cat-sterilized-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Pro-Nutrition (Flatazor),Pro-Nutrition Protect (Flatazor) Obesite Cat,Pro-Nutrition Protect (Flatazor) Obesite Cat 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/8955-pro-nutrition-protect-flatazor-obesite-cat-2kg.html,pro-nutrition-flatazor-pro-nutrition-protect-flatazor-obesite-cat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Pro-Nutrition (Flatazor),Pro-Nutrition Pure Life (Flatazor) Cat Sterilized Sardine,Pro-Nutrition Pure Life (Flatazor) Cat Sterilized Sardine 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/26078-pro-nutrition-pure-life-flatazor-cat-sterilized-sardine-2kg.html,pro-nutrition-flatazor-pro-nutrition-pure-life-flatazor-cat-sterilized-sardine-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Pro-Nutrition (Flatazor),Pro-Nutrition Pure Life (Flatazor) Dog Adult Sensitive with Lamb,Pro-Nutrition Pure Life (Flatazor) Dog Adult Sensitive with Lamb 2kg,dog,dry,https://www.gatoskilo.gr/ksira-trofi-skyloy/26067-flatazor-pure-life-dog-adult-sensitive-with-lamb-2kg.html,pro-nutrition-flatazor-pro-nutrition-pure-life-flatazor-dog-adult-sensitive-with-lamb-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Profine,Cat Kitten Chicken & Rice,Profine Cat Kitten Chicken & Rice 300gr,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/7756-profine-cat-kitten-chicken-rice-300gr.html,profine-cat-kitten-chicken-and-rice-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Profine,Cat Sterilized Chicken & Rice,Profine Cat Sterilized Chicken & Rice 10Kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/7767-profine-cat-sterilized-chicken-rice-10kg.html,profine-cat-sterilized-chicken-and-rice-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat DM Diabetes Management,Purina Pro Plan Veterinary Diets Cat DM Diabetes Management 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/10420-purina-pro-plan-veterinary-diets-cat-dm-diabetes-management-15kg.html,purina-pro-plan-veterinary-diets-cat-dm-diabetes-management-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat EN Gastrointestinal,Purina Pro Plan Veterinary Diets Cat EN Gastrointestinal 400gr,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/17634-purina-pro-plan-veterinary-diets-cat-en-gastrointestinal-400gr.html,purina-pro-plan-veterinary-diets-cat-en-gastrointestinal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat HA Hypoallergenic,Purina Pro Plan Veterinary Diets Cat HA Hypoallergenic 1.3kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/17553-purina-pro-plan-veterinary-diets-cat-ha-hypoallergenic-13kg.html,purina-pro-plan-veterinary-diets-cat-ha-hypoallergenic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat HP Hepatic,Purina Pro Plan Veterinary Diets Cat HP Hepatic 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/10417-purina-pro-plan-veterinary-diets-cat-hp-hepatic-15kg.html,purina-pro-plan-veterinary-diets-cat-hp-hepatic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat NF Advanced Care,Purina Pro Plan Veterinary Diets Cat NF Advanced Care 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/18429-purina-pro-plan-veterinary-diets-cat-nf-advanced-care-15kg.html,purina-pro-plan-veterinary-diets-cat-nf-advanced-care-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat NF Early Care,Purina Pro Plan Veterinary Diets Cat NF Early Care 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/18428-purina-pro-plan-veterinary-diets-cat-nf-early-care-15kg.html,purina-pro-plan-veterinary-diets-cat-nf-early-care-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat OM Obesity Management,Purina Pro Plan Veterinary Diets Cat OM Obesity Management 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/10421-purina-pro-plan-veterinary-diets-cat-om-obesity-management-15kg.html,purina-pro-plan-veterinary-diets-cat-om-obesity-management-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat UR Urinary,Purina Pro Plan Veterinary Diets Cat UR Urinary 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/10419-purina-pro-plan-veterinary-diets-cat-ur-urinary-15kg.html,purina-pro-plan-veterinary-diets-cat-ur-urinary-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Cat UR Urinary Ψάρια Ωκεανού,Purina Pro Plan Veterinary Diets Cat UR Urinary Ψάρια Ωκεανού 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/10422-purina-pro-plan-veterinary-diets-cat-ur-urinary-psaria-okeanou-15kg.html,purina-pro-plan-veterinary-diets-cat-ur-urinary-ψαρια-ωκεανου-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Small & Mini Dog OM Obesity Management,Purina Pro Plan Veterinary Diets Small & Mini Dog OM Obesity Management 1.3kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29941-purina-pro-plan-veterinary-diets-small-mini-dog-om-obesity-management-13kg.html,purina-pro-plan-veterinary-diets-small-and-mini-dog-om-obesity-management-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Purina Pro Plan,Veterinary Diets Small Dog EN Gastrointestinal,Purina Pro Plan Veterinary Diets Small Dog EN Gastrointestinal 1.5kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29940-purina-pro-plan-veterinary-diets-small-dog-en-gastrointestinal-15kg.html,purina-pro-plan-veterinary-diets-small-dog-en-gastrointestinal-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Reflex,Adult Cat Multicolour Chicken,Reflex Adult Cat Multicolour Chicken 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/19513-reflex-adult-cat-multicolour-chicken-15kg.html,reflex-adult-cat-multicolour-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Reflex,Plus Cat Urinary Chicken,Reflex Plus Cat Urinary Chicken 1.5kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/10860-reflex-plus-cat-urinary-chicken-15kg.html,reflex-plus-cat-urinary-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Baby Cat,Royal Canin Baby Cat 400gr,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/4765-royal-canin-baby-cat-400gr.html,royal-canin-baby-cat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Anallergenic,Royal Canin Vet Diet Cat Anallergenic 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22320-royal-canin-vet-diet-cat-anallergenic-2kg.html,royal-canin-vet-diet-cat-anallergenic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Diabetic,Royal Canin Vet Diet Cat Diabetic 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22349-royal-canin-vet-diet-cat-diabetic-15kg.html,royal-canin-vet-diet-cat-diabetic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat GastroIntestinal,Royal Canin Vet Diet Cat GastroIntestinal 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22330-royal-canin-vet-diet-cat-gastrointestinal-2kg.html,royal-canin-vet-diet-cat-gastrointestinal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat GastroIntestinal Fibre Response,Royal Canin Vet Diet Cat GastroIntestinal Fibre Response 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22327-royal-canin-vet-diet-cat-gastrointestinal-fibre-response-2kg.html,royal-canin-vet-diet-cat-gastrointestinal-fibre-response-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat GastroIntestinal Moderate Calorie,Royal Canin Vet Diet Cat GastroIntestinal Moderate Calorie 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22332-royal-canin-vet-diet-cat-gastrointestinal-moderate-calorie-2kg.html,royal-canin-vet-diet-cat-gastrointestinal-moderate-calorie-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Hepatic,Royal Canin Vet Diet Cat Hepatic 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22337-royal-canin-vet-diet-cat-hepatic-2kg.html,royal-canin-vet-diet-cat-hepatic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Hypoallergenic,Royal Canin Vet Diet Cat Hypoallergenic 2.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22321-royal-canin-vet-diet-cat-hypoallergenic-25kg.html,royal-canin-vet-diet-cat-hypoallergenic-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Renal,Royal Canin Vet Diet Cat Renal 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22341-royal-canin-vet-diet-cat-renal-2kg.html,royal-canin-vet-diet-cat-renal-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Renal Special,Royal Canin Vet Diet Cat Renal Special 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22344-royal-canin-vet-diet-cat-renal-special-2kg.html,royal-canin-vet-diet-cat-renal-special-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Satiety Weight Management,Royal Canin Vet Diet Cat Satiety Weight Management 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22352-royal-canin-vet-diet-cat-satiety-weight-management-15kg.html,royal-canin-vet-diet-cat-satiety-weight-management-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Sensitivity Control,Royal Canin Vet Diet Cat Sensitivity Control 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22323-royal-canin-vet-diet-cat-sensitivity-control-15kg.html,royal-canin-vet-diet-cat-sensitivity-control-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Skin & Coat,Royal Canin Vet Diet Cat Skin & Coat 3.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22326-royal-canin-vet-diet-cat-skin-coat-35kg.html,royal-canin-vet-diet-cat-skin-and-coat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Urinary S/O,Royal Canin Vet Diet Cat Urinary S/O 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22354-royal-canin-vet-diet-cat-urinary-s-o-15kg.html,royal-canin-vet-diet-cat-urinary-s-o-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Royal Canin,Vet Diet Cat Urinary S/O Moderate Calorie,Royal Canin Vet Diet Cat Urinary S/O Moderate Calorie 1.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/22358-royal-canin-vet-diet-cat-urinary-s-o-moderate-calorie-15kg.html,royal-canin-vet-diet-cat-urinary-s-o-moderate-calorie-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Taste of the Wild,Cat Rocky Mountain Ελάφι & Σολομός,Taste of the Wild Cat Rocky Mountain Ελάφι & Σολομός 2kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/7739-taste-of-the-wild-cat-rocky-mountain-elafi-solomos-2kg.html,taste-of-the-wild-cat-rocky-mountain-ελαφι-and-σολομοσ-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Trendline,Cat Sterilized Chicken,Trendline Cat Sterilized Chicken 15kg,cat,dry,https://www.gatoskilo.gr/ksira-trofi-gatas/19501-trendline-cat-sterilized-chicken-15kg.html,trendline-cat-sterilized-chicken-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Trovet,Cat Renal & Oxalate,Trovet Cat Renal & Oxalate 2.5kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/28475-trovet-cat-renal-oxalate-25kg.html,trovet-cat-renal-and-oxalate-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Trovet,Dog Hypoallergenic Lamb,Trovet Dog Hypoallergenic Lamb 10kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/29074-trovet-dog-hypoallergenic-lamb-10kg.html,trovet-dog-hypoallergenic-lamb-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Vet Expert,Hypoallergenic Dog Ultra,Vet Expert Hypoallergenic Dog Ultra 2kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/27940-vet-expert-hypoallergenic-dog-ultra-2kg.html,vet-expert-hypoallergenic-dog-ultra-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Vet Expert,Intestinal Cat,Vet Expert Intestinal Cat 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/12598-vet-expert-intestinal-cat-2kg.html,vet-expert-intestinal-cat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
formula_contains_species_word,Vet Expert,Renal Dog Elimination,Vet Expert Renal Dog Elimination 2kg,dog,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-skyloy/24706-vet-expert-renal-dog-elimination-2kg.html,vet-expert-renal-dog-elimination-dog-dry-gr-gatoskilo,Review whether the word Dog is needed in formula_name or should only be implied by species.
formula_contains_species_word,Vet Expert,Urinary Cat,Vet Expert Urinary Cat 2kg,cat,dry,https://www.gatoskilo.gr/kliniki-ksiri-trofi-gatas/12602-vet-expert-urinary-cat-2kg.html,vet-expert-urinary-cat-cat-dry-gr-gatoskilo,Review whether the word Cat is needed in formula_name or should only be implied by species.
