priority,action,brand,current_formula_name,current_display_name,suggested_formula_name,suggested_display_name,species,format,life_stage,dog_size,source_priority,source_rank,data_source_url,formula_key,reasons
medium,apply_suggested_title_if_source_matches,Meowing Heads,Paw Lickin Chicken,Meowing Heads Paw Lickin Chicken 4kg,Paw Lickin Chicken,Meowing Heads Paw Lickin Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/7812-meowing-heads-paw-lickin-chicken-4kg.html,meowing-heads-paw-lickin-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Meradog,Essential Adult Beef,Meradog Essential Adult Beef 12.5kg,Essential Adult Beef,Meradog Essential Adult Beef,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25375-meradog-essential-adult-beef-125kg.html,meradog-essential-adult-beef-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Monge,Cat Adult Salmon Monoprotein,Monge Cat Adult Salmon Monoprotein 1.5kg,Cat Adult Salmon Monoprotein,Monge Cat Adult Salmon Monoprotein,cat,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/28470-monge-cat-adult-salmon-monoprotein-15kg.html,monge-cat-adult-salmon-monoprotein-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Monge,Cat Sterilized Chicken,Monge Cat Sterilized Chicken 1.5kg,Cat Sterilized Chicken,Monge Cat Sterilized Chicken,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/18614-monge-cat-sterilized-chicken-15kg.html,monge-cat-sterilized-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Monge,Cat Sterilized Duck Monoprotein,Monge Cat Sterilized Duck Monoprotein 1.5kg,Cat Sterilized Duck Monoprotein,Monge Cat Sterilized Duck Monoprotein,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22590-monge-cat-sterilized-duck-monoprotein-15kg.html,monge-cat-sterilized-duck-monoprotein-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Τropical Selection Pork Adult Med/Maxi,N&D Τropical Selection Pork Adult Med/Maxi 10kg,Τropical Selection Pork Adult Med/maxi,N&D Τropical Selection Pork Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/29053-nd-tropical-selection-pork-adult-med-maxi-10kg.html,n-and-d-τropical-selection-pork-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Brown Grain Free Lamb & Spirulina Adult Mini,N&D Brown Grain Free Lamb & Spirulina Adult Mini 2kg,Brown Grain Free Lamb & Spirulina Adult Mini,N&D Brown Grain Free Lamb & Spirulina Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/23373-nd-brown-grain-free-lamb-spirulina-adult-mini-2kg.html,n-and-d-brown-grain-free-lamb-and-spirulina-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Low Grain Chicken & Pomegranate Adult Med/Maxi,N&D Low Grain Chicken & Pomegranate Adult Med/Maxi 12kg,Low Grain Chicken & Pomegranate Adult Med/maxi,N&D Low Grain Chicken & Pomegranate Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12893-nd-low-grain-chicken-pomegranate-adult-med-maxi-12kg.html,n-and-d-low-grain-chicken-and-pomegranate-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Low Grain Chicken & Pomegranate Adult Mini,N&D Low Grain Chicken & Pomegranate Adult Mini 2.5kg,Low Grain Chicken & Pomegranate Adult Mini,N&D Low Grain Chicken & Pomegranate Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12891-nd-low-grain-chicken-pomegranate-adult-mini-25kg.html,n-and-d-low-grain-chicken-and-pomegranate-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Low Grain Chicken & Pomegranate Senior Mini,N&D Low Grain Chicken & Pomegranate Senior Mini 2.5kg,Low Grain Chicken & Pomegranate Senior Mini,N&D Low Grain Chicken & Pomegranate Senior Mini,dog,dry,senior,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/13118-nd-low-grain-chicken-pomegranate-senior-mini-25kg.html,n-and-d-low-grain-chicken-and-pomegranate-senior-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Low Grain Lamb & Blueberry Adult Med/Maxi,N&D Low Grain Lamb & Blueberry Adult Med/Maxi 12kg,Low Grain Lamb & Blueberry Adult Med/maxi,N&D Low Grain Lamb & Blueberry Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12897-nd-low-grain-lamb-blueberry-adult-med-maxi-12kg.html,n-and-d-low-grain-lamb-and-blueberry-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Low Grain Lamb & Blueberry Adult Mini,N&D Low Grain Lamb & Blueberry Adult Mini 2.5kg,Low Grain Lamb & Blueberry Adult Mini,N&D Low Grain Lamb & Blueberry Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12895-nd-low-grain-lamb-blueberry-adult-mini-25kg.html,n-and-d-low-grain-lamb-and-blueberry-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Ocean Low Grain Cod & Orange Adult Med/Maxi,N&D Ocean Low Grain Cod & Orange Adult Med/Maxi 12kg,Ocean Low Grain Cod & Orange Adult Med/maxi,N&D Ocean Low Grain Cod & Orange Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12901-nd-ocean-low-grain-cod-orange-adult-med-maxi-12kg.html,n-and-d-ocean-low-grain-cod-and-orange-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Ocean Low Grain Cod & Orange Adult Mini,N&D Ocean Low Grain Cod & Orange Adult Mini 2.5kg,Ocean Low Grain Cod & Orange Adult Mini,N&D Ocean Low Grain Cod & Orange Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12899-nd-ocean-low-grain-cod-orange-adult-mini-25kg.html,n-and-d-ocean-low-grain-cod-and-orange-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,"Ocean Low Grain Cod, Spelt, Oats & Orange","N&D Ocean Low Grain Cod, Spelt, Oats & Orange 300gr","Ocean Low Grain Cod, Spelt, Oats & Orange","N&D Ocean Low Grain Cod, Spelt, Oats & Orange",cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13174-nd-ocean-low-grain-cod-spelt-oats-orange-300gr.html,n-and-d-ocean-low-grain-cod-spelt-oats-and-orange-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Boar & Apple Adult Mini,N&D Pumpkin Grain Free Boar & Apple Adult Mini 2.5kg,Pumpkin Grain Free Boar & Apple Adult Mini,N&D Pumpkin Grain Free Boar & Apple Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12873-nd-pumpkin-grain-free-boar-apple-adult-mini-25kg.html,n-and-d-pumpkin-grain-free-boar-and-apple-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Chicken & Pomegranate Adult Med/Maxi,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Med/Maxi 12kg,Pumpkin Grain Free Chicken & Pomegranate Adult Med/maxi,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12871-nd-pumpkin-grain-free-chicken-pomegranate-adult-med-maxi-12kg.html,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Chicken & Pomegranate Adult Mini,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Mini 2.5kg,Pumpkin Grain Free Chicken & Pomegranate Adult Mini,N&D Pumpkin Grain Free Chicken & Pomegranate Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12868-nd-pumpkin-grain-free-chicken-pomegranate-adult-mini-25kg.html,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Chicken & Pomegranate Puppy Med/Maxi,N&D Pumpkin Grain Free Chicken & Pomegranate Puppy Med/Maxi 12kg,Pumpkin Grain Free Chicken & Pomegranate Puppy Med/maxi,N&D Pumpkin Grain Free Chicken & Pomegranate Puppy Med/maxi,dog,dry,puppy,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22549-nd-pumpkin-grain-free-chicken-pomegranate-puppy-med-maxi-12kg.html,n-and-d-pumpkin-grain-free-chicken-and-pomegranate-puppy-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Codfish & Melon Kitten,N&D Pumpkin Grain Free Codfish & Melon Kitten 1.5kg,Pumpkin Grain Free Codfish & Melon Kitten,N&D Pumpkin Grain Free Codfish & Melon Kitten,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22566-nd-pumpkin-grain-free-codfish-melon-kitten-15kg.html,n-and-d-pumpkin-grain-free-codfish-and-melon-kitten-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Duck,N&D Pumpkin Grain Free Duck 5kg,Pumpkin Grain Free Duck,N&D Pumpkin Grain Free Duck,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13159-nd-pumpkin-grain-free-duck-5kg.html,n-and-d-pumpkin-grain-free-duck-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Lamb & Blueberry Adult Med/Maxi,N&D Pumpkin Grain Free Lamb & Blueberry Adult Med/Maxi 12kg,Pumpkin Grain Free Lamb & Blueberry Adult Med/maxi,N&D Pumpkin Grain Free Lamb & Blueberry Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12866-nd-pumpkin-grain-free-lamb-blueberry-adult-med-maxi-12kg.html,n-and-d-pumpkin-grain-free-lamb-and-blueberry-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Lamb & Blueberry Adult Mini,N&D Pumpkin Grain Free Lamb & Blueberry Adult Mini 2.5kg,Pumpkin Grain Free Lamb & Blueberry Adult Mini,N&D Pumpkin Grain Free Lamb & Blueberry Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12864-nd-pumpkin-grain-free-lamb-blueberry-adult-mini-25kg.html,n-and-d-pumpkin-grain-free-lamb-and-blueberry-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Lamb & Blueberry Puppy Mini,N&D Pumpkin Grain Free Lamb & Blueberry Puppy Mini 2.5kg,Pumpkin Grain Free Lamb & Blueberry Puppy Mini,N&D Pumpkin Grain Free Lamb & Blueberry Puppy Mini,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12859-nd-pumpkin-grain-free-lamb-blueberry-puppy-mini-25kg.html,n-and-d-pumpkin-grain-free-lamb-and-blueberry-puppy-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Lamb & Blueberry Sterilised,N&D Pumpkin Grain Free Lamb & Blueberry Sterilised 1.5kg,Pumpkin Grain Free Lamb & Blueberry Sterilised,N&D Pumpkin Grain Free Lamb & Blueberry Sterilised,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/22563-nd-pumpkin-grain-free-lamb-blueberry-sterilised-15kg.html,n-and-d-pumpkin-grain-free-lamb-and-blueberry-sterilised-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Quail,N&D Pumpkin Grain Free Quail 1.5kg,Pumpkin Grain Free Quail,N&D Pumpkin Grain Free Quail,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13161-nd-pumpkin-grain-free-quail-15kg.html,n-and-d-pumpkin-grain-free-quail-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Quail Sterilised,N&D Pumpkin Grain Free Quail Sterilised 1.5kg,Pumpkin Grain Free Quail Sterilised,N&D Pumpkin Grain Free Quail Sterilised,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13164-nd-pumpkin-grain-free-quail-sterilised-15kg.html,n-and-d-pumpkin-grain-free-quail-sterilised-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Pumpkin Grain Free Venison,N&D Pumpkin Grain Free Venison 1.5kg,Pumpkin Grain Free Venison,N&D Pumpkin Grain Free Venison,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13152-nd-pumpkin-grain-free-venison-15kg.html,n-and-d-pumpkin-grain-free-venison-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Digestion Lamb,N&D Quinoa Grain Free Digestion Lamb 7kg,Quinoa Grain Free Digestion Lamb,N&D Quinoa Grain Free Digestion Lamb,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/12829-nd-quinoa-grain-free-digestion-lamb-7kg.html,n-and-d-quinoa-grain-free-digestion-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Digestion Lamb,N&D Quinoa Grain Free Digestion Lamb 1.5kg,Quinoa Grain Free Digestion Lamb,N&D Quinoa Grain Free Digestion Lamb,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13126-nd-quinoa-grain-free-digestion-lamb-15kg.html,n-and-d-quinoa-grain-free-digestion-lamb-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Duck Neutered Adult Med/Maxi,N&D Quinoa Grain Free Duck Neutered Adult Med/Maxi 12kg,Quinoa Grain Free Duck Neutered Adult Med/maxi,N&D Quinoa Grain Free Duck Neutered Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/29038-nd-quinoa-grain-free-duck-neutered-adult-med-maxi-12kg.html,n-and-d-quinoa-grain-free-duck-neutered-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Neutered Duck Adult Med/Maxi,N&D Quinoa Grain Free Neutered Duck Adult Med/Maxi 2.5kg,Quinoa Grain Free Neutered Duck Adult Med/maxi,N&D Quinoa Grain Free Neutered Duck Adult Med/maxi,dog,dry,adult,large,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/21649-nd-quinoa-grain-free-neutered-duck-adult-med-maxi-25kg.html,n-and-d-quinoa-grain-free-neutered-duck-adult-med-maxi-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Neutered Duck Adult Mini,N&D Quinoa Grain Free Neutered Duck Adult Mini 2.5kg,Quinoa Grain Free Neutered Duck Adult Mini,N&D Quinoa Grain Free Neutered Duck Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/21648-nd-quinoa-grain-free-neutered-duck-adult-mini-25kg.html,n-and-d-quinoa-grain-free-neutered-duck-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Skin & Coat Duck Mini,N&D Quinoa Grain Free Skin & Coat Duck Mini 2.5kg,Quinoa Grain Free Skin & Coat Duck Mini,N&D Quinoa Grain Free Skin & Coat Duck Mini,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27007-nd-quinoa-grain-free-skin-coat-duck-mini-25kg.html,n-and-d-quinoa-grain-free-skin-and-coat-duck-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Skin & Coat Venison Mini,N&D Quinoa Grain Free Skin & Coat Venison Mini 2.5kg,Quinoa Grain Free Skin & Coat Venison Mini,N&D Quinoa Grain Free Skin & Coat Venison Mini,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/27010-nd-quinoa-grain-free-skin-coat-venison-mini-25kg.html,n-and-d-quinoa-grain-free-skin-and-coat-venison-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Urinary Duck,N&D Quinoa Grain Free Urinary Duck 1.5kg,Quinoa Grain Free Urinary Duck,N&D Quinoa Grain Free Urinary Duck,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13129-nd-quinoa-grain-free-urinary-duck-15kg.html,n-and-d-quinoa-grain-free-urinary-duck-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Weight Management Lamb,N&D Quinoa Grain Free Weight Management Lamb 5kg,Quinoa Grain Free Weight Management Lamb,N&D Quinoa Grain Free Weight Management Lamb,cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/13133-nd-quinoa-grain-free-weight-management-lamb-5kg.html,n-and-d-quinoa-grain-free-weight-management-lamb-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Weight Management Lamb,N&D Quinoa Grain Free Weight Management Lamb 7kg,Quinoa Grain Free Weight Management Lamb,N&D Quinoa Grain Free Weight Management Lamb,dog,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/21645-nd-quinoa-grain-free-weight-management-lamb-7kg.html,n-and-d-quinoa-grain-free-weight-management-lamb-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,Quinoa Grain Free Weight Management Mini Lamb & Broccoli,N&D Quinoa Grain Free Weight Management Mini Lamb & Broccoli 7kg,Quinoa Grain Free Weight Management Mini Lamb & Broccoli,N&D Quinoa Grain Free Weight Management Mini Lamb & Broccoli,dog,dry,,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/28022-nd-quinoa-grain-free-weight-management-mini-lamb-broccoli-7kg.html,n-and-d-quinoa-grain-free-weight-management-mini-lamb-and-broccoli-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,White Grain Free Sea Bass & Spirulina Adult Mini,N&D White Grain Free Sea Bass & Spirulina Adult Mini 2kg,White Grain Free Sea Bass & Spirulina Adult Mini,N&D White Grain Free Sea Bass & Spirulina Adult Mini,dog,dry,adult,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/23372-nd-white-grain-free-sea-bass-spirulina-adult-mini-2kg.html,n-and-d-white-grain-free-sea-bass-and-spirulina-adult-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,N&D,White Grain Free Sea Bass & Spirulina Puppy Mini,N&D White Grain Free Sea Bass & Spirulina Puppy Mini 1.5kg,White Grain Free Sea Bass & Spirulina Puppy Mini,N&D White Grain Free Sea Bass & Spirulina Puppy Mini,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/29028-nd-white-grain-free-sea-bass-spirulina-puppy-mini-15kg.html,n-and-d-white-grain-free-sea-bass-and-spirulina-puppy-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Nature,'s Protection Dark Coat Poultry Adult All Breeds,Nature's Protection Dark Coat Poultry Adult All Breeds 1.5kg,'s Protection Dark Coat Poultry Adult All Breeds,Nature 's Protection Dark Coat Poultry Adult All Breeds,dog,dry,adult,all,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25079-nature-s-protection-dark-coat-poultry-adult-all-breeds-15kg.html,nature-s-protection-dark-coat-poultry-adult-all-breeds-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Nature,'s Protection Red Coat Salmon Grain Free Junior Mini,Nature's Protection Red Coat Salmon Grain Free Junior Mini 10kg,'s Protection Red Coat Salmon Grain Free Junior Mini,Nature 's Protection Red Coat Salmon Grain Free Junior Mini,dog,dry,puppy,small,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/22412-nature-s-protection-red-coat-salmon-grain-free-junior-mini-10kg.html,nature-s-protection-red-coat-salmon-grain-free-junior-mini-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,"Cat Miacis Salmon, Chicken, Rabbit & Anchovies","Naturea Cat Miacis Salmon, Chicken, Rabbit & Anchovies 1.6kg","Cat Miacis Salmon, Chicken, Rabbit & Anchovies","Naturea Cat Miacis Salmon, Chicken, Rabbit & Anchovies",cat,dry,,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/25477-naturea-cat-miacis-salmon-chicken-rabbit-anchovies-16kg.html,naturea-cat-miacis-salmon-chicken-rabbit-and-anchovies-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Elements Adult Iberian Pork,Naturea Elements Adult Iberian Pork 12kg,Elements Adult Iberian Pork,Naturea Elements Adult Iberian Pork,dog,dry,adult,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/29989-naturea-elements-adult-iberian-pork-12kg.html,naturea-elements-adult-iberian-pork-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Elements Puppy Chicken,Naturea Elements Puppy Chicken 12kg,Elements Puppy Chicken,Naturea Elements Puppy Chicken,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/14035-naturea-elements-puppy-chicken-12kg.html,naturea-elements-puppy-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Ethos Atlantica North Atlantic Salmon,Naturea Ethos Atlantica North Atlantic Salmon 10kg,Ethos Atlantica North Atlantic Salmon,Naturea Ethos Atlantica North Atlantic Salmon,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25527-naturea-ethos-atlantica-north-atlantic-salmon-10kg.html,naturea-ethos-atlantica-north-atlantic-salmon-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Ethos Regional Free Range Chicken,Naturea Ethos Regional Free Range Chicken 10kg,Ethos Regional Free Range Chicken,Naturea Ethos Regional Free Range Chicken,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25526-naturea-ethos-regional-free-range-chicken-10kg.html,naturea-ethos-regional-free-range-chicken-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Ethos Regional Free Range Chicken Senior,Naturea Ethos Regional Free Range Chicken Senior 1.6kg,Ethos Regional Free Range Chicken Senior,Naturea Ethos Regional Free Range Chicken Senior,dog,dry,senior,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25471-naturea-ethos-regional-free-range-chicken-senior-16kg.html,naturea-ethos-regional-free-range-chicken-senior-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Lands Barong North Atlantic Salmon,Naturea Lands Barong North Atlantic Salmon 1.6kg,Lands Barong North Atlantic Salmon,Naturea Lands Barong North Atlantic Salmon,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/25519-naturea-lands-barong-north-atlantic-salmon-16kg.html,naturea-lands-barong-north-atlantic-salmon-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Lands Bastet Free Range Chicken,Naturea Lands Bastet Free Range Chicken 1.6kg,Lands Bastet Free Range Chicken,Naturea Lands Bastet Free Range Chicken,cat,dry,kitten,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-gatas/25518-naturea-lands-bastet-free-range-chicken-16kg.html,naturea-lands-bastet-free-range-chicken-cat-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
medium,apply_suggested_title_if_source_matches,Naturea,Naturals Acqua Deep Ocean Tuna,Naturea Naturals Acqua Deep Ocean Tuna 12kg,Naturals Acqua Deep Ocean Tuna,Naturea Naturals Acqua Deep Ocean Tuna,dog,dry,puppy,,retailer,60,https://www.gatoskilo.gr/ksira-trofi-skyloy/25331-naturea-naturals-acqua-deep-ocean-tuna-12kg.html,naturea-naturals-acqua-deep-ocean-tuna-dog-dry-gr-gatoskilo,display_name_contains_pack_size;display_name_can_be_standardized
