brand,formula_name,display_name,species,format,life_stage,dog_size,breed_target,medical_tags,commercial_tags,ingredient_text,ingredients,primary_animal_proteins,carbohydrate_sources,fat_sources,fiber_sources,additives_text,feeding_guide_text,kcal_per_100g,kcal_per_kg,protein_percent,fat_percent,fiber_percent,ash_percent,moisture_percent,calcium_percent,phosphorus_percent,sodium_percent,magnesium_percent,potassium_percent,omega3_percent,omega6_percent,dha_percent,epa_percent,taurine_mgkg,l_carnitine_mgkg,glucosamine_mgkg,chondroitin_mgkg,vitamin_a_iukg,vitamin_d3_iukg,vitamin_e_mgkg,iron_mgkg,zinc_mgkg,copper_mgkg,manganese_mgkg,iodine_mgkg,selenium_mgkg,data_quality_status,data_source_url,source_priority,source_notes,formula_key,ean
Ambrosia,Ambrosia Senior & Sterilised με φρέσκο Σολομό & Γαλοπούλα,Ambrosia Senior & Sterilised με φρέσκο Σολομό & Γαλοπούλα,cat,dry,senior,,,obesity,cat;dry;sterilised;senior;weight_control;grain_free;chicken;turkey;salmon;potato;pea,"φρέσκος σολομός 30%, αφυδατωμένο κρέας γαλοπούλας 16%, αρακάς 13%, πατάτες 12%, κουκιά, γεύμα ρέγγας 7%, λίπος κοτόπουλου 7%, υδρολυμένο συκώτι 3%, αφυδατωμένος πολτός τεύτλου, λιναρόσπορος 2%, άλευρο από φύκια 0,24%, προϊόντα μαγιάς (MOS 0,2%), εκχύλισμα Yucca 0,03%, εκχύλισμα είδους λεβάντας (Lespediza capitata Mich) 0,028%, Εκχύλισμα κράνμπερι (Vaccinium macrocarpon Aiton) 0,004%","[""φρέσκος σολομός 30%"",""αφυδατωμένο κρέας γαλοπούλας 16%"",""αρακάς 13%"",""πατάτες 12%"",""κουκιά"",""γεύμα ρέγγας 7%"",""λίπος κοτόπουλου 7%"",""υδρολυμένο συκώτι 3%"",""αφυδατωμένος πολτός τεύτλου"",""λιναρόσπορος 2%"",""άλευρο από φύκια 0,24%"",""προϊόντα μαγιάς (MOS 0,2%)"",""εκχύλισμα Yucca 0,03%"",""εκχύλισμα είδους λεβάντας (Lespediza capitata Mich) 0,028%"",""Εκχύλισμα κράνμπερι (Vaccinium macrocarpon Aiton) 0,004%""]",φρέσκος σολομός 30%,,,λιναρόσπορος 2%,"Διατροφικές Πρόσθετα ανά κιλό: βιταμίνη Α 21000 UΙ - βιταμίνη D3 1400 UI - βιταμίνη E 175mg - πενταένυδρος θειικός χαλκός 59mg - θειικός σίδηρος 62mg - οξείδιο του μαγγανίου 77mg - μονοένυδρος θειικός ψευδάργυρος 186mg - ιωδιούχο κάλιο 4,85mg - σεληνιώδες Νάτριο 0,35mg - ταυρίνη 2,000mg Η Ολιστική Ultra Premium ξηρά τροφή συντήρησης χωρίς την προσθήκη σιτηρών και με μεγάλη περιεκτικότητα κρέατος, για ηλικιωμένες ή ενήλικες στειρωμένες ή υπέρβαρες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών.",,360,3600,,14,3.5,8,8,0.9,0.85,,0.095,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016750; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,ambrosia-ambrosia-senior-sterilised-με-φρεσκο-σολομο-γαλοπουλα-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Cat optiDigest με Κοτόπουλο,Purina Pro Plan Sterilised Cat optiDigest με Κοτόπουλο,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;chicken;turkey;rice;wheat,"Κοτόπουλο (20%), αφυδατωμένη πρωτεΐνη πουλερικών, άλευρο γλουτένης αραβοσίτου, ρύζι, άλευρο γλουτένης σίτου, ίνες σίτου, σιτάρι, κυτταρίνη, αραβόσιτος, αποξηρά τροφήμένο αυγό, αποξηρά τροφήμένη ρίζα σικορέ (2%*), Ανόργανα άλατα, ιχθυέλαιο, ζωικό λίπος, υδρολυμένες πρωτεΐνες, Ζύμες. * Φυσικό Πρεβιοτικό.","[""Κοτόπουλο (20%)"",""αφυδατωμένη πρωτεΐνη πουλερικών"",""άλευρο γλουτένης αραβοσίτου"",""ρύζι"",""άλευρο γλουτένης σίτου"",""ίνες σίτου"",""σιτάρι"",""κυτταρίνη"",""αραβόσιτος"",""αποξηρά τροφήμένο αυγό"",""αποξηρά τροφήμένη ρίζα σικορέ (2%*)"",""Ανόργανα άλατα"",""ιχθυέλαιο"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""Ζύμες. * Φυσικό Πρεβιοτικό""]",αφυδατωμένη πρωτεΐνη πουλερικών,,,ίνες σίτου;κυτταρίνη,"Vit A: 32 000; Vit D3: 1 000; Vit. E: 670; mg/kg: Vit. C: 140; E1: (Fe: 76); 3b202: (I: 1.9); E4: (Cu: 12); 3b503: (Mn: 36); 3b605: (Zn: 120); E8: (Se: 0.11). Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016375; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,purina-purina-pro-plan-sterilised-cat-optidigest-με-κοτοπουλο-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Cat με Γαλοπούλα,Purina Pro Plan Sterilised Cat με Γαλοπούλα,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;turkey;rice,"Γαλοπούλα (20%), αφυδατωμένη πρωτεΐνη πουλερικών, άλευρο γλουτένης αραβοσίτου, ρύζι, αραβόσιτος, ίνες σίτου, κυτταρίνη, αποξηρά τροφήμένο αυγό, άλευρο γλουτένης σίτου, ανόργανα άλατα, ζωικό λίπος, υδρολυμένες πρωτεΐνες, ιχθυέλαιο, ζύμες.","[""Γαλοπούλα (20%)"",""αφυδατωμένη πρωτεΐνη πουλερικών"",""άλευρο γλουτένης αραβοσίτου"",""ρύζι"",""αραβόσιτος"",""ίνες σίτου"",""κυτταρίνη"",""αποξηρά τροφήμένο αυγό"",""άλευρο γλουτένης σίτου"",""ανόργανα άλατα"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""ιχθυέλαιο"",""ζύμες""]",αφυδατωμένη πρωτεΐνη πουλερικών,,,ίνες σίτου;κυτταρίνη,"Βιτ. A: 35 000, Βιτ. D3: 1 100, Βιτ. E: 900. mg/kg: Βιτ. C: 160, Fe(E1): 230, I(E2): 3.0, Cu(E4): 46, Mn(E5): 110, Zn(E6): 390, Se(E8): 0.27. Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016331; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,purina-purina-pro-plan-sterilised-cat-με-γαλοπουλα-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Cat optiRenal με Γαλοπούλα,Purina Pro Plan Sterilised Cat optiRenal με Γαλοπούλα,cat,dry,adult,,,obesity;urinary,cat;dry;sterilised;weight_control;urinary;turkey;rice,"Γαλοπούλα (20%), αφυδατωμένη πρωτεΐνη πουλερικών, άλευρο γλουτένης αραβοσίτου, ρύζι, αραβόσιτος, ίνες σίτου, κυτταρίνη, αποξηρά τροφήμένο αυγό, άλευρο γλουτένης σίτου, ανόργανα άλατα, ζωικό λίπος, υδρολυμένες πρωτεΐνες, ιχθυέλαιο, ζύμες.","[""Γαλοπούλα (20%)"",""αφυδατωμένη πρωτεΐνη πουλερικών"",""άλευρο γλουτένης αραβοσίτου"",""ρύζι"",""αραβόσιτος"",""ίνες σίτου"",""κυτταρίνη"",""αποξηρά τροφήμένο αυγό"",""άλευρο γλουτένης σίτου"",""ανόργανα άλατα"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""ιχθυέλαιο"",""ζύμες""]",αφυδατωμένη πρωτεΐνη πουλερικών,,,ίνες σίτου;κυτταρίνη,"Βιτ. A: 35 000, Βιτ. D3: 1 100, Βιτ. E: 900. mg/kg: Βιτ. C: 160, Fe(E1): 230, I(E2): 3.0, Cu(E4): 46, Mn(E5): 110, Zn(E6): 390, Se(E8): 0.27. Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,,12,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016381; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,purina-purina-pro-plan-sterilised-cat-optirenal-με-γαλοπουλα-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Sensitive Cat με Σολομό,Purina Pro Plan Sterilised Sensitive Cat με Σολομό,cat,dry,adult,,,obesity;gi_support,cat;dry;sterilised;weight_control;sensitive_digestion;salmon;tuna;rice;pea;corn;wheat,"Σολωμό (20%), ρύζι (14%), άλευρο γλουτένης καλαμποκιού, αφυδατωμένες πρωτεΐνες πουλερικών, καλαμπόκι, αφυδατωμένο άλευρο τόνου (4%), φυτικές ίνες, άλευρο γλουτένης σιταριού, ζωικό λίπος, υδρολυμένες πρωτεΐνες, αφυδατωμένο αυγό, μαγιά, συμπυκνωμένη πρωτεΐνη μπιζελιού, ανόργανα άλατα.","[""Σολωμό (20%)"",""ρύζι (14%)"",""άλευρο γλουτένης καλαμποκιού"",""αφυδατωμένες πρωτεΐνες πουλερικών"",""καλαμπόκι"",""αφυδατωμένο άλευρο τόνου (4%)"",""φυτικές ίνες"",""άλευρο γλουτένης σιταριού"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""αφυδατωμένο αυγό"",""μαγιά"",""συμπυκνωμένη πρωτεΐνη μπιζελιού"",""ανόργανα άλατα""]",αφυδατωμένες πρωτεΐνες πουλερικών,άλευρο γλουτένης καλαμποκιού;άλευρο γλουτένης σιταριού,,φυτικές ίνες,"Βιτ. A: 35 000, Βιτ. D3: 1 100, Βιτ. E: 900. mg/kg: Βιτ. C: 140, Fe(E1): 230, I(E2): 3.0, Cu(E4): 46, Mn(E5): 110, Zn(E6): 390, Se(E8): 0.27. Με αντιοξειδωτικά Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,,12,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016400; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,purina-purina-pro-plan-sterilised-sensitive-cat-με-σολομο-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised optiRenal με Σολομό,Purina Pro Plan Sterilised optiRenal με Σολομό,cat,dry,adult,,,obesity;urinary,cat;dry;sterilised;weight_control;urinary;salmon;tuna;rice;pea;corn;wheat,"Σολωμό (20%), ρύζι (14%), άλευρο γλουτένης καλαμποκιού, αφυδατωμένες πρωτεΐνες πουλερικών, καλαμπόκι, αφυδατωμένο άλευρο τόνου (4%), φυτικές ίνες, άλευρο γλουτένης σιταριού, ζωικό λίπος, υδρολυμένες πρωτεΐνες, αφυδατωμένο αυγό, μαγιά, συμπυκνωμένη πρωτεΐνη μπιζελιού, ανόργανα άλατα.","[""Σολωμό (20%)"",""ρύζι (14%)"",""άλευρο γλουτένης καλαμποκιού"",""αφυδατωμένες πρωτεΐνες πουλερικών"",""καλαμπόκι"",""αφυδατωμένο άλευρο τόνου (4%)"",""φυτικές ίνες"",""άλευρο γλουτένης σιταριού"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""αφυδατωμένο αυγό"",""μαγιά"",""συμπυκνωμένη πρωτεΐνη μπιζελιού"",""ανόργανα άλατα""]",αφυδατωμένες πρωτεΐνες πουλερικών,άλευρο γλουτένης καλαμποκιού;άλευρο γλουτένης σιταριού,,φυτικές ίνες,"Βιτ. A: 35 000, Βιτ. D3: 1 100, Βιτ. E: 900. mg/kg: Βιτ. C: 140, Fe(E1): 230, I(E2): 3.0, Cu(E4): 46, Mn(E5): 110, Zn(E6): 390, Se(E8): 0.27. Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,,12,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016326; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=2,purina-purina-pro-plan-sterilised-optirenal-με-σολομο-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Cat με Κουνέλι,Purina Pro Plan Sterilised Cat με Κουνέλι,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;chicken;rice,"Κοτόπουλο, άλευρο γλουτένης αραβοσίτου, ρύζι, αφυδατωμένη πρωτεΐνη πουλερικών, άλευρο γλουτένης σίτου, αραβόσιτος, ίνες σίτου, κουνέλι (4%), ζωικό λίπος, αποξηρά τροφήμένο αυγό, ανόργανα άλατα, ιχθυέλαιο, υδρολυμένες πρωτεΐνες, μαγιά.","[""Κοτόπουλο"",""άλευρο γλουτένης αραβοσίτου"",""ρύζι"",""αφυδατωμένη πρωτεΐνη πουλερικών"",""άλευρο γλουτένης σίτου"",""αραβόσιτος"",""ίνες σίτου"",""κουνέλι (4%)"",""ζωικό λίπος"",""αποξηρά τροφήμένο αυγό"",""ανόργανα άλατα"",""ιχθυέλαιο"",""υδρολυμένες πρωτεΐνες"",""μαγιά""]",αφυδατωμένη πρωτεΐνη πουλερικών,,,ίνες σίτου,"Βιταμίνη A: 35 000, Βιταμίνη D3: 1 100, Βιταμίνη E: 670. mg/kg: Βιταμίνη C: 140, Fe(E1): 230, I(E2): 3.0, Cu(E4): 46, Mn(E5): 110, Zn(E6): 390, Se(E8): 0.27. Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για στειρωμένες ενήλικες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,,12,,7,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016333; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=2,purina-purina-pro-plan-sterilised-cat-με-κουνελι-cat-dry-gr-spreadsheet,
Purina,Purina Pro Plan Sterilised Cat optiSenses με Σολομό,Purina Pro Plan Sterilised Cat optiSenses με Σολομό,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;salmon;rice,"Σολομός (19%), αφυδατωμένη πρωτεΐνη πουλερικών, ρύζι, άλευρο γλουτένης αραβόσιτου, άλευρο γλουτένης σίτου, αραβόσιτος, ίνες σίτου, κυτταρίνη, Ανόργανα άλατα, αποξηραμένο αυγό, ζωικό λίπος, υδρολυμένες πρωτεΐνες, Ζύμες, ιχθυέλαιο.","[""Σολομός (19%)"",""αφυδατωμένη πρωτεΐνη πουλερικών"",""ρύζι"",""άλευρο γλουτένης αραβόσιτου"",""άλευρο γλουτένης σίτου"",""αραβόσιτος"",""ίνες σίτου"",""κυτταρίνη"",""Ανόργανα άλατα"",""αποξηραμένο αυγό"",""ζωικό λίπος"",""υδρολυμένες πρωτεΐνες"",""Ζύμες"",""ιχθυέλαιο""]",Σολομός (19%);αφυδατωμένη πρωτεΐνη πουλερικών,,,ίνες σίτου;κυτταρίνη,"Vit A: 36 000; Vit D3: 1 100; Vit. E: 670; mg/kg: Vit. C: 160; E1: (Fe: 77); 3b202: (I: 1.9); E4: (Cu: 12); 3b503: (Mn: 36); 3b605: (Zn: 120); E8: (Se: 0.11). Με αντιοξειδωτικά. Η Super Premium ξηρά τροφή συντήρησης, για ενήλικες στειρωμένες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, με ευαίσθητο δέρμα, που τις βοηθάει να καλύψουν τις ιδιαίτερες ανάγκες τους.",,,,41,12,4,7.5,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016379; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,purina-purina-pro-plan-sterilised-cat-optisenses-με-σολομο-cat-dry-gr-spreadsheet,
Ambrosia,Ambrosia Indoor & Urinary Care με φρέσκια Γαλοπούλα & Κοτόπουλο,Ambrosia Indoor & Urinary Care με φρέσκια Γαλοπούλα & Κοτόπουλο,cat,dry,adult,,,obesity;urinary;allergy,cat;dry;sterilised;weight_control;urinary;hypoallergenic;grain_free;maintenance;chicken;turkey;potato;pea,"φρέσκο κρέας γαλοπούλας 30%, αφυδατωμένο κρέας κοτόπουλου 16%, αρακάς, πατάτα, αφυδατωμένη ρέγγα 10%, λίπος γαλοπούλας και κοτόπουλου 6%, κουκιά, λιναρόσπορος 2%, αφυδατωμένος πολτός τεύτλου, υδρολυμένο συκώτι 2%, μαγιά, άλευρο από φύκια 0,24%, προϊόντα μαγιάς (MOS 0,16%), εκχύλισμα Yucca (0,033%), εκχύλισμα είδους λεβάντας (Lespediza capitata Mich. 0,028%), εκχύλισμα κράνμπερι (Vaccinium macrocarpon Aiton) 0,004%","[""φρέσκο κρέας γαλοπούλας 30%"",""αφυδατωμένο κρέας κοτόπουλου 16%"",""αρακάς"",""πατάτα"",""αφυδατωμένη ρέγγα 10%"",""λίπος γαλοπούλας και κοτόπουλου 6%"",""κουκιά"",""λιναρόσπορος 2%"",""αφυδατωμένος πολτός τεύτλου"",""υδρολυμένο συκώτι 2%"",""μαγιά"",""άλευρο από φύκια 0,24%"",""προϊόντα μαγιάς (MOS 0,16%)"",""εκχύλισμα Yucca (0,033%)"",""εκχύλισμα είδους λεβάντας (Lespediza capitata Mich. 0,028%)"",""εκχύλισμα κράνμπερι (Vaccinium macrocarpon Aiton) 0,004%""]",,,,λιναρόσπορος 2%,"βιταμίνη Α 21000 UΙ - βιταμίνη D3 1400 UI - βιταμίνη E 175 mg - πενταένυδρος θειικός χαλκός 59mg - θειικός σίδηρος 62mg - οξείδιο του μαγγανίου 77mg - μονοένυδρος θειικός ψευδάργυρος 186mg - ιωδιούχο κάλιο 4,85mg - σεληνιώδες νάτριο 0,35mg - ταυρίνη 2,000mg. Η Ολιστική Ultra Premium ξηρά τροφή συντήρησης χωρίς την προσθήκη σιτηρών και με μεγάλη περιεκτικότητα κρέατος, για ενήλικες στειρωμένες γατούλες (δηλαδή, άνω των 12 μηνών) όλων των φυλών, που ζουν αποκλειστικά σε εσωτερικό χώρο.",,,,,14,3,7.5,8,1.05,0.9,,0.12,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016753; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,ambrosia-ambrosia-indoor-urinary-care-με-φρεσκια-γαλοπουλα-κοτοπουλο-cat-dry-gr-spreadsheet,
Reflex,Reflex Plus Sterilised Adult Cat με Σολομό,Reflex Plus Sterilised Adult Cat με Σολομό,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;chicken;salmon;fish;rice;corn,"Πρωτεΐνες σολομού (αποξηραμένες), ζωικές πρωτεΐνες (αποξηραμένες), καλαμπόκι, λιπαρά κοτόπουλου, ρύζι, πολτός παντζαριού, γεύση ψαριού, βιταμίνες και μεταλλικά στοιχεία, έλαιο σολομού, λιναρόσπορος, ξύλο-ολιγοσακχαρίτες, ζύμη ζυθοποιίας, αλάτι, ανθός yucca schidigera, συντηρητικά, αντιοξειδωτικά.","[""Πρωτεΐνες σολομού (αποξηραμένες)"",""ζωικές πρωτεΐνες (αποξηραμένες)"",""καλαμπόκι"",""λιπαρά κοτόπουλου"",""ρύζι"",""πολτός παντζαριού"",""γεύση ψαριού"",""βιταμίνες και μεταλλικά στοιχεία"",""έλαιο σολομού"",""λιναρόσπορος"",""ξύλο-ολιγοσακχαρίτες"",""ζύμη ζυθοποιίας"",""αλάτι"",""ανθός yucca schidigera"",""συντηρητικά"",""αντιοξειδωτικά""]",Πρωτεΐνες σολομού (αποξηραμένες);γεύση ψαριού;έλαιο σολομού,,λιπαρά κοτόπουλου,βιταμίνες και μεταλλικά στοιχεία;λιναρόσπορος,,,,,32,15,2,8,,,,,,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016780; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=0,reflex-reflex-plus-sterilised-adult-cat-με-σολομο-cat-dry-gr-spreadsheet,
Reflex,Reflex Plus Sterilised Adult Cat με Κοτόπουλο,Reflex Plus Sterilised Adult Cat με Κοτόπουλο,cat,dry,adult,,,obesity,cat;dry;sterilised;weight_control;chicken;lamb;rice;corn,"Πρωτεΐνες κοτόπουλου (αποξηρά τροφήμένες), καλαμπόκι, λιπαρά κοτόπουλου, ρύζι, ίνες ζαχαροκάλαμου, πολτός παντζαριού, γεύση συκωτιού, βιταμίνες και μεταλλικά στοιχεία, λιναρόσπορος, ξύλο-ολιγοσακχαρίτες, ζύμη ζυθοποιίας, αλάτι, ανθός yucca schidigera, καρνιτίνη L, συντηρητικά, αντιοξειδωτικά.","[""Πρωτεΐνες κοτόπουλου (αποξηρά τροφήμένες)"",""καλαμπόκι"",""λιπαρά κοτόπουλου"",""ρύζι"",""ίνες ζαχαροκάλαμου"",""πολτός παντζαριού"",""γεύση συκωτιού"",""βιταμίνες και μεταλλικά στοιχεία"",""λιναρόσπορος"",""ξύλο-ολιγοσακχαρίτες"",""ζύμη ζυθοποιίας"",""αλάτι"",""ανθός yucca schidigera"",""καρνιτίνη L"",""συντηρητικά"",""αντιοξειδωτικά""]",καρνιτίνη L,,λιπαρά κοτόπουλου,ίνες ζαχαροκάλαμου;βιταμίνες και μεταλλικά στοιχεία;λιναρόσπορος;καρνιτίνη L,,,,,38,,,5.9,8,1.1,0.95,,0.09,,,,,,,,,,,,,,,,,,,needs_review,,unknown,market=GR; basis=as-fed; source_tier=uploaded_spreadsheet; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/ESHOP - ΤΡΟΦΕΣ ΣΚΥΛΟΥ - ΓΑΤΑΣ.xlsx; source_sheet=ΣΚΥΛΟΣ-ΓΑΤΑ; source_code=016749; source_form=; mixed_catalog_rows=true; formula_level_dedupe=true; official_url_required=true; Auto-extracted from ESHOP dog/cat spreadsheet; verify against official source or label before import.; duplicate_blocks_skipped=1,reflex-reflex-plus-sterilised-adult-cat-με-κοτοπουλο-cat-dry-gr-spreadsheet,
